"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","DK","Total","Y25","Year","54.9",""
"2010","DK","Total","Y26","Year","53.9",""
"2010","DK","Total","Y27","Year","52.9",""
"2010","DK","Total","Y28","Year","51.9",""
"2010","DK","Total","Y29","Year","50.9",""
"2010","DK","Total","Y30","Year","50.0",""
"2010","DK","Total","Y31","Year","49.0",""
"2010","DK","Total","Y32","Year","48.0",""
"2010","DK","Total","Y33","Year","47.0",""
"2010","DK","Total","Y34","Year","46.1",""
"2010","DK","Total","Y35","Year","45.1",""
"2010","DK","Total","Y36","Year","44.1",""
"2010","DK","Total","Y37","Year","43.1",""
"2010","DK","Total","Y38","Year","42.2",""
"2010","DK","Total","Y39","Year","41.2",""
"2010","DK","Total","Y40","Year","40.3",""
"2010","DK","Total","Y41","Year","39.3",""
"2010","DK","Total","Y42","Year","38.3",""
"2010","DK","Total","Y43","Year","37.4",""
"2010","DK","Total","Y44","Year","36.5",""
"2010","DK","Total","Y45","Year","35.5",""
"2010","DK","Total","Y46","Year","34.6",""
"2010","DK","Total","Y47","Year","33.7",""
"2010","DK","Total","Y48","Year","32.7",""
"2010","DK","Total","Y49","Year","31.8",""
"2010","DK","Total","Y50","Year","30.9",""
"2010","DK","Total","Y51","Year","30.0",""
"2010","DK","Total","Y52","Year","29.1",""
"2010","DK","Total","Y53","Year","28.3",""
"2010","DK","Total","Y54","Year","27.4",""
"2010","DK","Total","Y55","Year","26.6",""
"2010","DK","Total","Y56","Year","25.7",""
"2010","DK","Total","Y57","Year","24.9",""
"2010","DK","Total","Y58","Year","24.0",""
"2010","DK","Total","Y59","Year","23.2",""
"2010","DK","Total","Y60","Year","22.4",""
"2010","DK","Total","Y61","Year","21.6",""
"2010","DK","Total","Y62","Year","20.8",""
"2010","DK","Total","Y63","Year","20.0",""
"2010","DK","Total","Y64","Year","19.2",""
"2010","DK","Total","Y65","Year","18.4",""
"2010","DK","Males","Y25","Year","52.8",""
"2010","DK","Males","Y26","Year","51.8",""
"2010","DK","Males","Y27","Year","50.9",""
"2010","DK","Males","Y28","Year","49.9",""
"2010","DK","Males","Y29","Year","48.9",""
"2010","DK","Males","Y30","Year","48.0",""
"2010","DK","Males","Y31","Year","47.0",""
"2010","DK","Males","Y32","Year","46.0",""
"2010","DK","Males","Y33","Year","45.0",""
"2010","DK","Males","Y34","Year","44.1",""
"2010","DK","Males","Y35","Year","43.1",""
"2010","DK","Males","Y36","Year","42.1",""
"2010","DK","Males","Y37","Year","41.2",""
"2010","DK","Males","Y38","Year","40.2",""
"2010","DK","Males","Y39","Year","39.3",""
"2010","DK","Males","Y40","Year","38.3",""
"2010","DK","Males","Y41","Year","37.4",""
"2010","DK","Males","Y42","Year","36.4",""
"2010","DK","Males","Y43","Year","35.5",""
"2010","DK","Males","Y44","Year","34.6",""
"2010","DK","Males","Y45","Year","33.6",""
"2010","DK","Males","Y46","Year","32.7",""
"2010","DK","Males","Y47","Year","31.8",""
"2010","DK","Males","Y48","Year","30.9",""
"2010","DK","Males","Y49","Year","30.0",""
"2010","DK","Males","Y50","Year","29.1",""
"2010","DK","Males","Y51","Year","28.2",""
"2010","DK","Males","Y52","Year","27.4",""
"2010","DK","Males","Y53","Year","26.5",""
"2010","DK","Males","Y54","Year","25.7",""
"2010","DK","Males","Y55","Year","24.9",""
"2010","DK","Males","Y56","Year","24.0",""
"2010","DK","Males","Y57","Year","23.2",""
"2010","DK","Males","Y58","Year","22.4",""
"2010","DK","Males","Y59","Year","21.6",""
"2010","DK","Males","Y60","Year","20.8",""
"2010","DK","Males","Y61","Year","20.0",""
"2010","DK","Males","Y62","Year","19.3",""
"2010","DK","Males","Y63","Year","18.5",""
"2010","DK","Males","Y64","Year","17.7",""
"2010","DK","Males","Y65","Year","17.0",""
"2010","DK","Females","Y25","Year","56.9",""
"2010","DK","Females","Y26","Year","55.9",""
"2010","DK","Females","Y27","Year","54.9",""
"2010","DK","Females","Y28","Year","53.9",""
"2010","DK","Females","Y29","Year","52.9",""
"2010","DK","Females","Y30","Year","51.9",""
"2010","DK","Females","Y31","Year","50.9",""
"2010","DK","Females","Y32","Year","49.9",""
"2010","DK","Females","Y33","Year","49.0",""
"2010","DK","Females","Y34","Year","48.0",""
"2010","DK","Females","Y35","Year","47.0",""
"2010","DK","Females","Y36","Year","46.0",""
"2010","DK","Females","Y37","Year","45.1",""
"2010","DK","Females","Y38","Year","44.1",""
"2010","DK","Females","Y39","Year","43.1",""
"2010","DK","Females","Y40","Year","42.1",""
"2010","DK","Females","Y41","Year","41.2",""
"2010","DK","Females","Y42","Year","40.2",""
"2010","DK","Females","Y43","Year","39.2",""
"2010","DK","Females","Y44","Year","38.3",""
"2010","DK","Females","Y45","Year","37.3",""
"2010","DK","Females","Y46","Year","36.4",""
"2010","DK","Females","Y47","Year","35.5",""
"2010","DK","Females","Y48","Year","34.5",""
"2010","DK","Females","Y49","Year","33.6",""
"2010","DK","Females","Y50","Year","32.7",""
"2010","DK","Females","Y51","Year","31.7",""
"2010","DK","Females","Y52","Year","30.8",""
"2010","DK","Females","Y53","Year","29.9",""
"2010","DK","Females","Y54","Year","29.0",""
"2010","DK","Females","Y55","Year","28.2",""
"2010","DK","Females","Y56","Year","27.3",""
"2010","DK","Females","Y57","Year","26.4",""
"2010","DK","Females","Y58","Year","25.5",""
"2010","DK","Females","Y59","Year","24.7",""
"2010","DK","Females","Y60","Year","23.8",""
"2010","DK","Females","Y61","Year","23.0",""
"2010","DK","Females","Y62","Year","22.1",""
"2010","DK","Females","Y63","Year","21.3",""
"2010","DK","Females","Y64","Year","20.5",""
"2010","DK","Females","Y65","Year","19.7",""
"2010","DK0","Total","Y25","Year","54.9",""
"2010","DK0","Total","Y26","Year","53.9",""
"2010","DK0","Total","Y27","Year","52.9",""
"2010","DK0","Total","Y28","Year","51.9",""
"2010","DK0","Total","Y29","Year","50.9",""
"2010","DK0","Total","Y30","Year","50.0",""
"2010","DK0","Total","Y31","Year","49.0",""
"2010","DK0","Total","Y32","Year","48.0",""
"2010","DK0","Total","Y33","Year","47.0",""
"2010","DK0","Total","Y34","Year","46.1",""
"2010","DK0","Total","Y35","Year","45.1",""
"2010","DK0","Total","Y36","Year","44.1",""
"2010","DK0","Total","Y37","Year","43.1",""
"2010","DK0","Total","Y38","Year","42.2",""
"2010","DK0","Total","Y39","Year","41.2",""
"2010","DK0","Total","Y40","Year","40.3",""
"2010","DK0","Total","Y41","Year","39.3",""
"2010","DK0","Total","Y42","Year","38.3",""
"2010","DK0","Total","Y43","Year","37.4",""
"2010","DK0","Total","Y44","Year","36.5",""
"2010","DK0","Total","Y45","Year","35.5",""
"2010","DK0","Total","Y46","Year","34.6",""
"2010","DK0","Total","Y47","Year","33.7",""
"2010","DK0","Total","Y48","Year","32.7",""
"2010","DK0","Total","Y49","Year","31.8",""
"2010","DK0","Total","Y50","Year","30.9",""
"2010","DK0","Total","Y51","Year","30.0",""
"2010","DK0","Total","Y52","Year","29.1",""
"2010","DK0","Total","Y53","Year","28.3",""
"2010","DK0","Total","Y54","Year","27.4",""
"2010","DK0","Total","Y55","Year","26.6",""
"2010","DK0","Total","Y56","Year","25.7",""
"2010","DK0","Total","Y57","Year","24.9",""
"2010","DK0","Total","Y58","Year","24.0",""
"2010","DK0","Total","Y59","Year","23.2",""
"2010","DK0","Total","Y60","Year","22.4",""
"2010","DK0","Total","Y61","Year","21.6",""
"2010","DK0","Total","Y62","Year","20.8",""
"2010","DK0","Total","Y63","Year","20.0",""
"2010","DK0","Total","Y64","Year","19.2",""
"2010","DK0","Total","Y65","Year","18.4",""
"2010","DK0","Males","Y25","Year","52.8",""
"2010","DK0","Males","Y26","Year","51.8",""
"2010","DK0","Males","Y27","Year","50.9",""
"2010","DK0","Males","Y28","Year","49.9",""
"2010","DK0","Males","Y29","Year","48.9",""
"2010","DK0","Males","Y30","Year","48.0",""
"2010","DK0","Males","Y31","Year","47.0",""
"2010","DK0","Males","Y32","Year","46.0",""
"2010","DK0","Males","Y33","Year","45.0",""
"2010","DK0","Males","Y34","Year","44.1",""
"2010","DK0","Males","Y35","Year","43.1",""
"2010","DK0","Males","Y36","Year","42.1",""
"2010","DK0","Males","Y37","Year","41.2",""
"2010","DK0","Males","Y38","Year","40.2",""
"2010","DK0","Males","Y39","Year","39.3",""
"2010","DK0","Males","Y40","Year","38.3",""
"2010","DK0","Males","Y41","Year","37.4",""
"2010","DK0","Males","Y42","Year","36.4",""
"2010","DK0","Males","Y43","Year","35.5",""
"2010","DK0","Males","Y44","Year","34.6",""
"2010","DK0","Males","Y45","Year","33.6",""
"2010","DK0","Males","Y46","Year","32.7",""
"2010","DK0","Males","Y47","Year","31.8",""
"2010","DK0","Males","Y48","Year","30.9",""
"2010","DK0","Males","Y49","Year","30.0",""
"2010","DK0","Males","Y50","Year","29.1",""
"2010","DK0","Males","Y51","Year","28.2",""
"2010","DK0","Males","Y52","Year","27.4",""
"2010","DK0","Males","Y53","Year","26.5",""
"2010","DK0","Males","Y54","Year","25.7",""
"2010","DK0","Males","Y55","Year","24.9",""
"2010","DK0","Males","Y56","Year","24.0",""
"2010","DK0","Males","Y57","Year","23.2",""
"2010","DK0","Males","Y58","Year","22.4",""
"2010","DK0","Males","Y59","Year","21.6",""
"2010","DK0","Males","Y60","Year","20.8",""
"2010","DK0","Males","Y61","Year","20.0",""
"2010","DK0","Males","Y62","Year","19.3",""
"2010","DK0","Males","Y63","Year","18.5",""
"2010","DK0","Males","Y64","Year","17.7",""
"2010","DK0","Males","Y65","Year","17.0",""
"2010","DK0","Females","Y25","Year","56.9",""
"2010","DK0","Females","Y26","Year","55.9",""
"2010","DK0","Females","Y27","Year","54.9",""
"2010","DK0","Females","Y28","Year","53.9",""
"2010","DK0","Females","Y29","Year","52.9",""
"2010","DK0","Females","Y30","Year","51.9",""
"2010","DK0","Females","Y31","Year","50.9",""
"2010","DK0","Females","Y32","Year","49.9",""
"2010","DK0","Females","Y33","Year","49.0",""
"2010","DK0","Females","Y34","Year","48.0",""
"2010","DK0","Females","Y35","Year","47.0",""
"2010","DK0","Females","Y36","Year","46.0",""
"2010","DK0","Females","Y37","Year","45.1",""
"2010","DK0","Females","Y38","Year","44.1",""
"2010","DK0","Females","Y39","Year","43.1",""
"2010","DK0","Females","Y40","Year","42.1",""
"2010","DK0","Females","Y41","Year","41.2",""
"2010","DK0","Females","Y42","Year","40.2",""
"2010","DK0","Females","Y43","Year","39.2",""
"2010","DK0","Females","Y44","Year","38.3",""
"2010","DK0","Females","Y45","Year","37.3",""
"2010","DK0","Females","Y46","Year","36.4",""
"2010","DK0","Females","Y47","Year","35.5",""
"2010","DK0","Females","Y48","Year","34.5",""
"2010","DK0","Females","Y49","Year","33.6",""
"2010","DK0","Females","Y50","Year","32.7",""
"2010","DK0","Females","Y51","Year","31.7",""
"2010","DK0","Females","Y52","Year","30.8",""
"2010","DK0","Females","Y53","Year","29.9",""
"2010","DK0","Females","Y54","Year","29.0",""
"2010","DK0","Females","Y55","Year","28.2",""
"2010","DK0","Females","Y56","Year","27.3",""
"2010","DK0","Females","Y57","Year","26.4",""
"2010","DK0","Females","Y58","Year","25.5",""
"2010","DK0","Females","Y59","Year","24.7",""
"2010","DK0","Females","Y60","Year","23.8",""
"2010","DK0","Females","Y61","Year","23.0",""
"2010","DK0","Females","Y62","Year","22.1",""
"2010","DK0","Females","Y63","Year","21.3",""
"2010","DK0","Females","Y64","Year","20.5",""
"2010","DK0","Females","Y65","Year","19.7",""
"2010","DK01","Total","Y25","Year","54.4",""
"2010","DK01","Total","Y26","Year","53.5",""
"2010","DK01","Total","Y27","Year","52.5",""
"2010","DK01","Total","Y28","Year","51.5",""
"2010","DK01","Total","Y29","Year","50.5",""
"2010","DK01","Total","Y30","Year","49.5",""
"2010","DK01","Total","Y31","Year","48.5",""
"2010","DK01","Total","Y32","Year","47.5",""
"2010","DK01","Total","Y33","Year","46.6",""
"2010","DK01","Total","Y34","Year","45.6",""
"2010","DK01","Total","Y35","Year","44.6",""
"2010","DK01","Total","Y36","Year","43.6",""
"2010","DK01","Total","Y37","Year","42.7",""
"2010","DK01","Total","Y38","Year","41.7",""
"2010","DK01","Total","Y39","Year","40.7",""
"2010","DK01","Total","Y40","Year","39.7",""
"2010","DK01","Total","Y41","Year","38.8",""
"2010","DK01","Total","Y42","Year","37.8",""
"2010","DK01","Total","Y43","Year","36.9",""
"2010","DK01","Total","Y44","Year","35.9",""
"2010","DK01","Total","Y45","Year","35.0",""
"2010","DK01","Total","Y46","Year","34.1",""
"2010","DK01","Total","Y47","Year","33.1",""
"2010","DK01","Total","Y48","Year","32.2",""
"2010","DK01","Total","Y49","Year","31.3",""
"2010","DK01","Total","Y50","Year","30.4",""
"2010","DK01","Total","Y51","Year","29.5",""
"2010","DK01","Total","Y52","Year","28.6",""
"2010","DK01","Total","Y53","Year","27.7",""
"2010","DK01","Total","Y54","Year","26.9",""
"2010","DK01","Total","Y55","Year","26.1",""
"2010","DK01","Total","Y56","Year","25.2",""
"2010","DK01","Total","Y57","Year","24.4",""
"2010","DK01","Total","Y58","Year","23.6",""
"2010","DK01","Total","Y59","Year","22.8",""
"2010","DK01","Total","Y60","Year","22.0",""
"2010","DK01","Total","Y61","Year","21.2",""
"2010","DK01","Total","Y62","Year","20.4",""
"2010","DK01","Total","Y63","Year","19.6",""
"2010","DK01","Total","Y64","Year","18.9",""
"2010","DK01","Total","Y65","Year","18.1",""
"2010","DK01","Males","Y25","Year","52.1",""
"2010","DK01","Males","Y26","Year","51.2",""
"2010","DK01","Males","Y27","Year","50.2",""
"2010","DK01","Males","Y28","Year","49.2",""
"2010","DK01","Males","Y29","Year","48.2",""
"2010","DK01","Males","Y30","Year","47.3",""
"2010","DK01","Males","Y31","Year","46.3",""
"2010","DK01","Males","Y32","Year","45.3",""
"2010","DK01","Males","Y33","Year","44.3",""
"2010","DK01","Males","Y34","Year","43.4",""
"2010","DK01","Males","Y35","Year","42.4",""
"2010","DK01","Males","Y36","Year","41.4",""
"2010","DK01","Males","Y37","Year","40.4",""
"2010","DK01","Males","Y38","Year","39.5",""
"2010","DK01","Males","Y39","Year","38.5",""
"2010","DK01","Males","Y40","Year","37.5",""
"2010","DK01","Males","Y41","Year","36.6",""
"2010","DK01","Males","Y42","Year","35.6",""
"2010","DK01","Males","Y43","Year","34.7",""
"2010","DK01","Males","Y44","Year","33.8",""
"2010","DK01","Males","Y45","Year","32.8",""
"2010","DK01","Males","Y46","Year","31.9",""
"2010","DK01","Males","Y47","Year","31.0",""
"2010","DK01","Males","Y48","Year","30.1",""
"2010","DK01","Males","Y49","Year","29.2",""
"2010","DK01","Males","Y50","Year","28.3",""
"2010","DK01","Males","Y51","Year","27.4",""
"2010","DK01","Males","Y52","Year","26.5",""
"2010","DK01","Males","Y53","Year","25.7",""
"2010","DK01","Males","Y54","Year","24.9",""
"2010","DK01","Males","Y55","Year","24.1",""
"2010","DK01","Males","Y56","Year","23.3",""
"2010","DK01","Males","Y57","Year","22.5",""
"2010","DK01","Males","Y58","Year","21.7",""
"2010","DK01","Males","Y59","Year","20.9",""
"2010","DK01","Males","Y60","Year","20.2",""
"2010","DK01","Males","Y61","Year","19.4",""
"2010","DK01","Males","Y62","Year","18.7",""
"2010","DK01","Males","Y63","Year","17.9",""
"2010","DK01","Males","Y64","Year","17.2",""
"2010","DK01","Males","Y65","Year","16.4",""
"2010","DK01","Females","Y25","Year","56.6",""
"2010","DK01","Females","Y26","Year","55.6",""
"2010","DK01","Females","Y27","Year","54.6",""
"2010","DK01","Females","Y28","Year","53.6",""
"2010","DK01","Females","Y29","Year","52.7",""
"2010","DK01","Females","Y30","Year","51.7",""
"2010","DK01","Females","Y31","Year","50.7",""
"2010","DK01","Females","Y32","Year","49.7",""
"2010","DK01","Females","Y33","Year","48.7",""
"2010","DK01","Females","Y34","Year","47.7",""
"2010","DK01","Females","Y35","Year","46.7",""
"2010","DK01","Females","Y36","Year","45.8",""
"2010","DK01","Females","Y37","Year","44.8",""
"2010","DK01","Females","Y38","Year","43.8",""
"2010","DK01","Females","Y39","Year","42.8",""
"2010","DK01","Females","Y40","Year","41.8",""
"2010","DK01","Females","Y41","Year","40.9",""
"2010","DK01","Females","Y42","Year","39.9",""
"2010","DK01","Females","Y43","Year","38.9",""
"2010","DK01","Females","Y44","Year","38.0",""
"2010","DK01","Females","Y45","Year","37.0",""
"2010","DK01","Females","Y46","Year","36.1",""
"2010","DK01","Females","Y47","Year","35.1",""
"2010","DK01","Females","Y48","Year","34.2",""
"2010","DK01","Females","Y49","Year","33.3",""
"2010","DK01","Females","Y50","Year","32.4",""
"2010","DK01","Females","Y51","Year","31.4",""
"2010","DK01","Females","Y52","Year","30.5",""
"2010","DK01","Females","Y53","Year","29.6",""
"2010","DK01","Females","Y54","Year","28.7",""
"2010","DK01","Females","Y55","Year","27.8",""
"2010","DK01","Females","Y56","Year","27.0",""
"2010","DK01","Females","Y57","Year","26.1",""
"2010","DK01","Females","Y58","Year","25.2",""
"2010","DK01","Females","Y59","Year","24.4",""
"2010","DK01","Females","Y60","Year","23.5",""
"2010","DK01","Females","Y61","Year","22.7",""
"2010","DK01","Females","Y62","Year","21.9",""
"2010","DK01","Females","Y63","Year","21.1",""
"2010","DK01","Females","Y64","Year","20.3",""
"2010","DK01","Females","Y65","Year","19.4",""
"2010","DK02","Total","Y25","Year","54.0",""
"2010","DK02","Total","Y26","Year","53.1",""
"2010","DK02","Total","Y27","Year","52.1",""
"2010","DK02","Total","Y28","Year","51.1",""
"2010","DK02","Total","Y29","Year","50.2",""
"2010","DK02","Total","Y30","Year","49.2",""
"2010","DK02","Total","Y31","Year","48.2",""
"2010","DK02","Total","Y32","Year","47.2",""
"2010","DK02","Total","Y33","Year","46.3",""
"2010","DK02","Total","Y34","Year","45.3",""
"2010","DK02","Total","Y35","Year","44.3",""
"2010","DK02","Total","Y36","Year","43.3",""
"2010","DK02","Total","Y37","Year","42.4",""
"2010","DK02","Total","Y38","Year","41.4",""
"2010","DK02","Total","Y39","Year","40.4",""
"2010","DK02","Total","Y40","Year","39.5",""
"2010","DK02","Total","Y41","Year","38.5",""
"2010","DK02","Total","Y42","Year","37.6",""
"2010","DK02","Total","Y43","Year","36.6",""
"2010","DK02","Total","Y44","Year","35.7",""
"2010","DK02","Total","Y45","Year","34.8",""
"2010","DK02","Total","Y46","Year","33.9",""
"2010","DK02","Total","Y47","Year","33.0",""
"2010","DK02","Total","Y48","Year","32.0",""
"2010","DK02","Total","Y49","Year","31.1",""
"2010","DK02","Total","Y50","Year","30.2",""
"2010","DK02","Total","Y51","Year","29.3",""
"2010","DK02","Total","Y52","Year","28.5",""
"2010","DK02","Total","Y53","Year","27.6",""
"2010","DK02","Total","Y54","Year","26.8",""
"2010","DK02","Total","Y55","Year","25.9",""
"2010","DK02","Total","Y56","Year","25.1",""
"2010","DK02","Total","Y57","Year","24.3",""
"2010","DK02","Total","Y58","Year","23.5",""
"2010","DK02","Total","Y59","Year","22.6",""
"2010","DK02","Total","Y60","Year","21.8",""
"2010","DK02","Total","Y61","Year","21.0",""
"2010","DK02","Total","Y62","Year","20.2",""
"2010","DK02","Total","Y63","Year","19.4",""
"2010","DK02","Total","Y64","Year","18.7",""
"2010","DK02","Total","Y65","Year","17.9",""
"2010","DK02","Males","Y25","Year","51.8",""
"2010","DK02","Males","Y26","Year","50.9",""
"2010","DK02","Males","Y27","Year","49.9",""
"2010","DK02","Males","Y28","Year","49.0",""
"2010","DK02","Males","Y29","Year","48.1",""
"2010","DK02","Males","Y30","Year","47.1",""
"2010","DK02","Males","Y31","Year","46.1",""
"2010","DK02","Males","Y32","Year","45.1",""
"2010","DK02","Males","Y33","Year","44.1",""
"2010","DK02","Males","Y34","Year","43.2",""
"2010","DK02","Males","Y35","Year","42.2",""
"2010","DK02","Males","Y36","Year","41.2",""
"2010","DK02","Males","Y37","Year","40.3",""
"2010","DK02","Males","Y38","Year","39.3",""
"2010","DK02","Males","Y39","Year","38.4",""
"2010","DK02","Males","Y40","Year","37.4",""
"2010","DK02","Males","Y41","Year","36.5",""
"2010","DK02","Males","Y42","Year","35.5",""
"2010","DK02","Males","Y43","Year","34.5",""
"2010","DK02","Males","Y44","Year","33.6",""
"2010","DK02","Males","Y45","Year","32.7",""
"2010","DK02","Males","Y46","Year","31.9",""
"2010","DK02","Males","Y47","Year","31.0",""
"2010","DK02","Males","Y48","Year","30.1",""
"2010","DK02","Males","Y49","Year","29.2",""
"2010","DK02","Males","Y50","Year","28.3",""
"2010","DK02","Males","Y51","Year","27.4",""
"2010","DK02","Males","Y52","Year","26.6",""
"2010","DK02","Males","Y53","Year","25.7",""
"2010","DK02","Males","Y54","Year","24.9",""
"2010","DK02","Males","Y55","Year","24.1",""
"2010","DK02","Males","Y56","Year","23.2",""
"2010","DK02","Males","Y57","Year","22.4",""
"2010","DK02","Males","Y58","Year","21.6",""
"2010","DK02","Males","Y59","Year","20.8",""
"2010","DK02","Males","Y60","Year","20.1",""
"2010","DK02","Males","Y61","Year","19.3",""
"2010","DK02","Males","Y62","Year","18.5",""
"2010","DK02","Males","Y63","Year","17.8",""
"2010","DK02","Males","Y64","Year","17.0",""
"2010","DK02","Males","Y65","Year","16.3",""
"2010","DK02","Females","Y25","Year","56.3",""
"2010","DK02","Females","Y26","Year","55.3",""
"2010","DK02","Females","Y27","Year","54.3",""
"2010","DK02","Females","Y28","Year","53.3",""
"2010","DK02","Females","Y29","Year","52.4",""
"2010","DK02","Females","Y30","Year","51.4",""
"2010","DK02","Females","Y31","Year","50.4",""
"2010","DK02","Females","Y32","Year","49.4",""
"2010","DK02","Females","Y33","Year","48.4",""
"2010","DK02","Females","Y34","Year","47.4",""
"2010","DK02","Females","Y35","Year","46.4",""
"2010","DK02","Females","Y36","Year","45.4",""
"2010","DK02","Females","Y37","Year","44.5",""
"2010","DK02","Females","Y38","Year","43.5",""
"2010","DK02","Females","Y39","Year","42.5",""
"2010","DK02","Females","Y40","Year","41.6",""
"2010","DK02","Females","Y41","Year","40.6",""
"2010","DK02","Females","Y42","Year","39.7",""
"2010","DK02","Females","Y43","Year","38.7",""
"2010","DK02","Females","Y44","Year","37.8",""
"2010","DK02","Females","Y45","Year","36.8",""
"2010","DK02","Females","Y46","Year","35.9",""
"2010","DK02","Females","Y47","Year","35.0",""
"2010","DK02","Females","Y48","Year","34.0",""
"2010","DK02","Females","Y49","Year","33.1",""
"2010","DK02","Females","Y50","Year","32.2",""
"2010","DK02","Females","Y51","Year","31.2",""
"2010","DK02","Females","Y52","Year","30.4",""
"2010","DK02","Females","Y53","Year","29.5",""
"2010","DK02","Females","Y54","Year","28.7",""
"2010","DK02","Females","Y55","Year","27.8",""
"2010","DK02","Females","Y56","Year","27.0",""
"2010","DK02","Females","Y57","Year","26.1",""
"2010","DK02","Females","Y58","Year","25.3",""
"2010","DK02","Females","Y59","Year","24.4",""
"2010","DK02","Females","Y60","Year","23.5",""
"2010","DK02","Females","Y61","Year","22.7",""
"2010","DK02","Females","Y62","Year","21.8",""
"2010","DK02","Females","Y63","Year","21.0",""
"2010","DK02","Females","Y64","Year","20.2",""
"2010","DK02","Females","Y65","Year","19.4",""
"2010","DK03","Total","Y25","Year","55.1",""
"2010","DK03","Total","Y26","Year","54.1",""
"2010","DK03","Total","Y27","Year","53.1",""
"2010","DK03","Total","Y28","Year","52.2",""
"2010","DK03","Total","Y29","Year","51.2",""
"2010","DK03","Total","Y30","Year","50.2",""
"2010","DK03","Total","Y31","Year","49.2",""
"2010","DK03","Total","Y32","Year","48.3",""
"2010","DK03","Total","Y33","Year","47.3",""
"2010","DK03","Total","Y34","Year","46.3",""
"2010","DK03","Total","Y35","Year","45.4",""
"2010","DK03","Total","Y36","Year","44.4",""
"2010","DK03","Total","Y37","Year","43.5",""
"2010","DK03","Total","Y38","Year","42.5",""
"2010","DK03","Total","Y39","Year","41.5",""
"2010","DK03","Total","Y40","Year","40.6",""
"2010","DK03","Total","Y41","Year","39.7",""
"2010","DK03","Total","Y42","Year","38.7",""
"2010","DK03","Total","Y43","Year","37.8",""
"2010","DK03","Total","Y44","Year","36.8",""
"2010","DK03","Total","Y45","Year","35.9",""
"2010","DK03","Total","Y46","Year","35.0",""
"2010","DK03","Total","Y47","Year","34.1",""
"2010","DK03","Total","Y48","Year","33.1",""
"2010","DK03","Total","Y49","Year","32.2",""
"2010","DK03","Total","Y50","Year","31.3",""
"2010","DK03","Total","Y51","Year","30.4",""
"2010","DK03","Total","Y52","Year","29.5",""
"2010","DK03","Total","Y53","Year","28.6",""
"2010","DK03","Total","Y54","Year","27.8",""
"2010","DK03","Total","Y55","Year","26.9",""
"2010","DK03","Total","Y56","Year","26.1",""
"2010","DK03","Total","Y57","Year","25.3",""
"2010","DK03","Total","Y58","Year","24.4",""
"2010","DK03","Total","Y59","Year","23.6",""
"2010","DK03","Total","Y60","Year","22.8",""
"2010","DK03","Total","Y61","Year","21.9",""
"2010","DK03","Total","Y62","Year","21.1",""
"2010","DK03","Total","Y63","Year","20.3",""
"2010","DK03","Total","Y64","Year","19.5",""
"2010","DK03","Total","Y65","Year","18.7",""
"2010","DK03","Males","Y25","Year","53.0",""
"2010","DK03","Males","Y26","Year","52.1",""
"2010","DK03","Males","Y27","Year","51.1",""
"2010","DK03","Males","Y28","Year","50.2",""
"2010","DK03","Males","Y29","Year","49.2",""
"2010","DK03","Males","Y30","Year","48.2",""
"2010","DK03","Males","Y31","Year","47.3",""
"2010","DK03","Males","Y32","Year","46.3",""
"2010","DK03","Males","Y33","Year","45.4",""
"2010","DK03","Males","Y34","Year","44.4",""
"2010","DK03","Males","Y35","Year","43.4",""
"2010","DK03","Males","Y36","Year","42.5",""
"2010","DK03","Males","Y37","Year","41.5",""
"2010","DK03","Males","Y38","Year","40.6",""
"2010","DK03","Males","Y39","Year","39.7",""
"2010","DK03","Males","Y40","Year","38.8",""
"2010","DK03","Males","Y41","Year","37.8",""
"2010","DK03","Males","Y42","Year","36.9",""
"2010","DK03","Males","Y43","Year","36.0",""
"2010","DK03","Males","Y44","Year","35.1",""
"2010","DK03","Males","Y45","Year","34.2",""
"2010","DK03","Males","Y46","Year","33.2",""
"2010","DK03","Males","Y47","Year","32.4",""
"2010","DK03","Males","Y48","Year","31.4",""
"2010","DK03","Males","Y49","Year","30.5",""
"2010","DK03","Males","Y50","Year","29.6",""
"2010","DK03","Males","Y51","Year","28.7",""
"2010","DK03","Males","Y52","Year","27.9",""
"2010","DK03","Males","Y53","Year","27.0",""
"2010","DK03","Males","Y54","Year","26.1",""
"2010","DK03","Males","Y55","Year","25.4",""
"2010","DK03","Males","Y56","Year","24.6",""
"2010","DK03","Males","Y57","Year","23.8",""
"2010","DK03","Males","Y58","Year","22.9",""
"2010","DK03","Males","Y59","Year","22.1",""
"2010","DK03","Males","Y60","Year","21.3",""
"2010","DK03","Males","Y61","Year","20.5",""
"2010","DK03","Males","Y62","Year","19.7",""
"2010","DK03","Males","Y63","Year","18.9",""
"2010","DK03","Males","Y64","Year","18.1",""
"2010","DK03","Males","Y65","Year","17.3",""
"2010","DK03","Females","Y25","Year","57.0",""
"2010","DK03","Females","Y26","Year","56.0",""
"2010","DK03","Females","Y27","Year","55.1",""
"2010","DK03","Females","Y28","Year","54.1",""
"2010","DK03","Females","Y29","Year","53.1",""
"2010","DK03","Females","Y30","Year","52.1",""
"2010","DK03","Females","Y31","Year","51.2",""
"2010","DK03","Females","Y32","Year","50.2",""
"2010","DK03","Females","Y33","Year","49.2",""
"2010","DK03","Females","Y34","Year","48.3",""
"2010","DK03","Females","Y35","Year","47.3",""
"2010","DK03","Females","Y36","Year","46.3",""
