"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","FRI3","Males","Y43","Year","37.4",""
"2010","FRI3","Males","Y44","Year","36.5",""
"2010","FRI3","Males","Y45","Year","35.6",""
"2010","FRI3","Males","Y46","Year","34.7",""
"2010","FRI3","Males","Y47","Year","33.8",""
"2010","FRI3","Males","Y48","Year","32.9",""
"2010","FRI3","Males","Y49","Year","32.0",""
"2010","FRI3","Males","Y50","Year","31.2",""
"2010","FRI3","Males","Y51","Year","30.3",""
"2010","FRI3","Males","Y52","Year","29.5",""
"2010","FRI3","Males","Y53","Year","28.6",""
"2010","FRI3","Males","Y54","Year","27.8",""
"2010","FRI3","Males","Y55","Year","27.0",""
"2010","FRI3","Males","Y56","Year","26.2",""
"2010","FRI3","Males","Y57","Year","25.4",""
"2010","FRI3","Males","Y58","Year","24.6",""
"2010","FRI3","Males","Y59","Year","23.9",""
"2010","FRI3","Males","Y60","Year","23.1",""
"2010","FRI3","Males","Y61","Year","22.3",""
"2010","FRI3","Males","Y62","Year","21.6",""
"2010","FRI3","Males","Y63","Year","20.8",""
"2010","FRI3","Males","Y64","Year","20.0",""
"2010","FRI3","Males","Y65","Year","19.3",""
"2010","FRI3","Females","Y25","Year","61.2",""
"2010","FRI3","Females","Y26","Year","60.2",""
"2010","FRI3","Females","Y27","Year","59.3",""
"2010","FRI3","Females","Y28","Year","58.3",""
"2010","FRI3","Females","Y29","Year","57.3",""
"2010","FRI3","Females","Y30","Year","56.4",""
"2010","FRI3","Females","Y31","Year","55.4",""
"2010","FRI3","Females","Y32","Year","54.4",""
"2010","FRI3","Females","Y33","Year","53.4",""
"2010","FRI3","Females","Y34","Year","52.4",""
"2010","FRI3","Females","Y35","Year","51.4",""
"2010","FRI3","Females","Y36","Year","50.5",""
"2010","FRI3","Females","Y37","Year","49.5",""
"2010","FRI3","Females","Y38","Year","48.5",""
"2010","FRI3","Females","Y39","Year","47.5",""
"2010","FRI3","Females","Y40","Year","46.6",""
"2010","FRI3","Females","Y41","Year","45.6",""
"2010","FRI3","Females","Y42","Year","44.6",""
"2010","FRI3","Females","Y43","Year","43.7",""
"2010","FRI3","Females","Y44","Year","42.7",""
"2010","FRI3","Females","Y45","Year","41.8",""
"2010","FRI3","Females","Y46","Year","40.9",""
"2010","FRI3","Females","Y47","Year","40.0",""
"2010","FRI3","Females","Y48","Year","39.0",""
"2010","FRI3","Females","Y49","Year","38.1",""
"2010","FRI3","Females","Y50","Year","37.2",""
"2010","FRI3","Females","Y51","Year","36.3",""
"2010","FRI3","Females","Y52","Year","35.4",""
"2010","FRI3","Females","Y53","Year","34.5",""
"2010","FRI3","Females","Y54","Year","33.6",""
"2010","FRI3","Females","Y55","Year","32.7",""
"2010","FRI3","Females","Y56","Year","31.9",""
"2010","FRI3","Females","Y57","Year","31.0",""
"2010","FRI3","Females","Y58","Year","30.0",""
"2010","FRI3","Females","Y59","Year","29.2",""
"2010","FRI3","Females","Y60","Year","28.3",""
"2010","FRI3","Females","Y61","Year","27.4",""
"2010","FRI3","Females","Y62","Year","26.5",""
"2010","FRI3","Females","Y63","Year","25.6",""
"2010","FRI3","Females","Y64","Year","24.7",""
"2010","FRI3","Females","Y65","Year","23.9",""
"2010","FRJ","Total","Y25","Year","58.0",""
"2010","FRJ","Total","Y26","Year","57.0",""
"2010","FRJ","Total","Y27","Year","56.1",""
"2010","FRJ","Total","Y28","Year","55.1",""
"2010","FRJ","Total","Y29","Year","54.1",""
"2010","FRJ","Total","Y30","Year","53.2",""
"2010","FRJ","Total","Y31","Year","52.2",""
"2010","FRJ","Total","Y32","Year","51.2",""
"2010","FRJ","Total","Y33","Year","50.3",""
"2010","FRJ","Total","Y34","Year","49.3",""
"2010","FRJ","Total","Y35","Year","48.3",""
"2010","FRJ","Total","Y36","Year","47.4",""
"2010","FRJ","Total","Y37","Year","46.4",""
"2010","FRJ","Total","Y38","Year","45.5",""
"2010","FRJ","Total","Y39","Year","44.5",""
"2010","FRJ","Total","Y40","Year","43.6",""
"2010","FRJ","Total","Y41","Year","42.6",""
"2010","FRJ","Total","Y42","Year","41.7",""
"2010","FRJ","Total","Y43","Year","40.8",""
"2010","FRJ","Total","Y44","Year","39.8",""
"2010","FRJ","Total","Y45","Year","38.9",""
"2010","FRJ","Total","Y46","Year","38.0",""
"2010","FRJ","Total","Y47","Year","37.1",""
"2010","FRJ","Total","Y48","Year","36.2",""
"2010","FRJ","Total","Y49","Year","35.3",""
"2010","FRJ","Total","Y50","Year","34.4",""
"2010","FRJ","Total","Y51","Year","33.5",""
"2010","FRJ","Total","Y52","Year","32.6",""
"2010","FRJ","Total","Y53","Year","31.7",""
"2010","FRJ","Total","Y54","Year","30.8",""
"2010","FRJ","Total","Y55","Year","30.0",""
"2010","FRJ","Total","Y56","Year","29.1",""
"2010","FRJ","Total","Y57","Year","28.3",""
"2010","FRJ","Total","Y58","Year","27.4",""
"2010","FRJ","Total","Y59","Year","26.6",""
"2010","FRJ","Total","Y60","Year","25.7",""
"2010","FRJ","Total","Y61","Year","24.9",""
"2010","FRJ","Total","Y62","Year","24.1",""
"2010","FRJ","Total","Y63","Year","23.3",""
"2010","FRJ","Total","Y64","Year","22.4",""
"2010","FRJ","Total","Y65","Year","21.6",""
"2010","FRJ","Males","Y25","Year","54.7",""
"2010","FRJ","Males","Y26","Year","53.8",""
"2010","FRJ","Males","Y27","Year","52.8",""
"2010","FRJ","Males","Y28","Year","51.9",""
"2010","FRJ","Males","Y29","Year","50.9",""
"2010","FRJ","Males","Y30","Year","50.0",""
"2010","FRJ","Males","Y31","Year","49.0",""
"2010","FRJ","Males","Y32","Year","48.1",""
"2010","FRJ","Males","Y33","Year","47.1",""
"2010","FRJ","Males","Y34","Year","46.2",""
"2010","FRJ","Males","Y35","Year","45.2",""
"2010","FRJ","Males","Y36","Year","44.3",""
"2010","FRJ","Males","Y37","Year","43.3",""
"2010","FRJ","Males","Y38","Year","42.4",""
"2010","FRJ","Males","Y39","Year","41.4",""
"2010","FRJ","Males","Y40","Year","40.5",""
"2010","FRJ","Males","Y41","Year","39.6",""
"2010","FRJ","Males","Y42","Year","38.7",""
"2010","FRJ","Males","Y43","Year","37.7",""
"2010","FRJ","Males","Y44","Year","36.8",""
"2010","FRJ","Males","Y45","Year","35.9",""
"2010","FRJ","Males","Y46","Year","35.0",""
"2010","FRJ","Males","Y47","Year","34.2",""
"2010","FRJ","Males","Y48","Year","33.3",""
"2010","FRJ","Males","Y49","Year","32.4",""
"2010","FRJ","Males","Y50","Year","31.5",""
"2010","FRJ","Males","Y51","Year","30.6",""
"2010","FRJ","Males","Y52","Year","29.8",""
"2010","FRJ","Males","Y53","Year","28.9",""
"2010","FRJ","Males","Y54","Year","28.1",""
"2010","FRJ","Males","Y55","Year","27.3",""
"2010","FRJ","Males","Y56","Year","26.4",""
"2010","FRJ","Males","Y57","Year","25.6",""
"2010","FRJ","Males","Y58","Year","24.8",""
"2010","FRJ","Males","Y59","Year","24.0",""
"2010","FRJ","Males","Y60","Year","23.2",""
"2010","FRJ","Males","Y61","Year","22.4",""
"2010","FRJ","Males","Y62","Year","21.7",""
"2010","FRJ","Males","Y63","Year","20.9",""
"2010","FRJ","Males","Y64","Year","20.1",""
"2010","FRJ","Males","Y65","Year","19.3",""
"2010","FRJ","Females","Y25","Year","61.1",""
"2010","FRJ","Females","Y26","Year","60.2",""
"2010","FRJ","Females","Y27","Year","59.2",""
"2010","FRJ","Females","Y28","Year","58.2",""
"2010","FRJ","Females","Y29","Year","57.2",""
"2010","FRJ","Females","Y30","Year","56.2",""
"2010","FRJ","Females","Y31","Year","55.2",""
"2010","FRJ","Females","Y32","Year","54.3",""
"2010","FRJ","Females","Y33","Year","53.3",""
"2010","FRJ","Females","Y34","Year","52.3",""
"2010","FRJ","Females","Y35","Year","51.3",""
"2010","FRJ","Females","Y36","Year","50.4",""
"2010","FRJ","Females","Y37","Year","49.4",""
"2010","FRJ","Females","Y38","Year","48.4",""
"2010","FRJ","Females","Y39","Year","47.4",""
"2010","FRJ","Females","Y40","Year","46.5",""
"2010","FRJ","Females","Y41","Year","45.5",""
"2010","FRJ","Females","Y42","Year","44.6",""
"2010","FRJ","Females","Y43","Year","43.6",""
"2010","FRJ","Females","Y44","Year","42.7",""
"2010","FRJ","Females","Y45","Year","41.7",""
"2010","FRJ","Females","Y46","Year","40.8",""
"2010","FRJ","Females","Y47","Year","39.9",""
"2010","FRJ","Females","Y48","Year","38.9",""
"2010","FRJ","Females","Y49","Year","38.0",""
"2010","FRJ","Females","Y50","Year","37.1",""
"2010","FRJ","Females","Y51","Year","36.1",""
"2010","FRJ","Females","Y52","Year","35.2",""
"2010","FRJ","Females","Y53","Year","34.3",""
"2010","FRJ","Females","Y54","Year","33.4",""
"2010","FRJ","Females","Y55","Year","32.5",""
"2010","FRJ","Females","Y56","Year","31.6",""
"2010","FRJ","Females","Y57","Year","30.7",""
"2010","FRJ","Females","Y58","Year","29.8",""
"2010","FRJ","Females","Y59","Year","28.9",""
"2010","FRJ","Females","Y60","Year","28.0",""
"2010","FRJ","Females","Y61","Year","27.1",""
"2010","FRJ","Females","Y62","Year","26.2",""
"2010","FRJ","Females","Y63","Year","25.4",""
"2010","FRJ","Females","Y64","Year","24.5",""
"2010","FRJ","Females","Y65","Year","23.6",""
"2010","FRJ1","Total","Y25","Year","57.5",""
"2010","FRJ1","Total","Y26","Year","56.5",""
"2010","FRJ1","Total","Y27","Year","55.6",""
"2010","FRJ1","Total","Y28","Year","54.6",""
"2010","FRJ1","Total","Y29","Year","53.6",""
"2010","FRJ1","Total","Y30","Year","52.7",""
"2010","FRJ1","Total","Y31","Year","51.7",""
"2010","FRJ1","Total","Y32","Year","50.8",""
"2010","FRJ1","Total","Y33","Year","49.8",""
"2010","FRJ1","Total","Y34","Year","48.8",""
"2010","FRJ1","Total","Y35","Year","47.9",""
"2010","FRJ1","Total","Y36","Year","46.9",""
"2010","FRJ1","Total","Y37","Year","46.0",""
"2010","FRJ1","Total","Y38","Year","45.0",""
"2010","FRJ1","Total","Y39","Year","44.1",""
"2010","FRJ1","Total","Y40","Year","43.1",""
"2010","FRJ1","Total","Y41","Year","42.2",""
"2010","FRJ1","Total","Y42","Year","41.3",""
"2010","FRJ1","Total","Y43","Year","40.3",""
"2010","FRJ1","Total","Y44","Year","39.4",""
"2010","FRJ1","Total","Y45","Year","38.5",""
"2010","FRJ1","Total","Y46","Year","37.6",""
"2010","FRJ1","Total","Y47","Year","36.7",""
"2010","FRJ1","Total","Y48","Year","35.8",""
"2010","FRJ1","Total","Y49","Year","34.9",""
"2010","FRJ1","Total","Y50","Year","34.0",""
"2010","FRJ1","Total","Y51","Year","33.1",""
"2010","FRJ1","Total","Y52","Year","32.3",""
"2010","FRJ1","Total","Y53","Year","31.4",""
"2010","FRJ1","Total","Y54","Year","30.5",""
"2010","FRJ1","Total","Y55","Year","29.7",""
"2010","FRJ1","Total","Y56","Year","28.8",""
"2010","FRJ1","Total","Y57","Year","28.0",""
"2010","FRJ1","Total","Y58","Year","27.1",""
"2010","FRJ1","Total","Y59","Year","26.3",""
"2010","FRJ1","Total","Y60","Year","25.5",""
"2010","FRJ1","Total","Y61","Year","24.7",""
"2010","FRJ1","Total","Y62","Year","23.9",""
"2010","FRJ1","Total","Y63","Year","23.0",""
"2010","FRJ1","Total","Y64","Year","22.2",""
"2010","FRJ1","Total","Y65","Year","21.4",""
"2010","FRJ1","Males","Y25","Year","54.1",""
"2010","FRJ1","Males","Y26","Year","53.1",""
"2010","FRJ1","Males","Y27","Year","52.1",""
"2010","FRJ1","Males","Y28","Year","51.2",""
"2010","FRJ1","Males","Y29","Year","50.3",""
"2010","FRJ1","Males","Y30","Year","49.3",""
"2010","FRJ1","Males","Y31","Year","48.4",""
"2010","FRJ1","Males","Y32","Year","47.4",""
"2010","FRJ1","Males","Y33","Year","46.5",""
"2010","FRJ1","Males","Y34","Year","45.5",""
"2010","FRJ1","Males","Y35","Year","44.6",""
"2010","FRJ1","Males","Y36","Year","43.7",""
"2010","FRJ1","Males","Y37","Year","42.7",""
"2010","FRJ1","Males","Y38","Year","41.8",""
"2010","FRJ1","Males","Y39","Year","40.8",""
"2010","FRJ1","Males","Y40","Year","39.9",""
"2010","FRJ1","Males","Y41","Year","39.0",""
"2010","FRJ1","Males","Y42","Year","38.1",""
"2010","FRJ1","Males","Y43","Year","37.2",""
"2010","FRJ1","Males","Y44","Year","36.3",""
"2010","FRJ1","Males","Y45","Year","35.4",""
"2010","FRJ1","Males","Y46","Year","34.6",""
"2010","FRJ1","Males","Y47","Year","33.7",""
"2010","FRJ1","Males","Y48","Year","32.8",""
"2010","FRJ1","Males","Y49","Year","31.9",""
"2010","FRJ1","Males","Y50","Year","31.1",""
"2010","FRJ1","Males","Y51","Year","30.2",""
"2010","FRJ1","Males","Y52","Year","29.4",""
"2010","FRJ1","Males","Y53","Year","28.5",""
"2010","FRJ1","Males","Y54","Year","27.7",""
"2010","FRJ1","Males","Y55","Year","26.9",""
"2010","FRJ1","Males","Y56","Year","26.1",""
"2010","FRJ1","Males","Y57","Year","25.3",""
"2010","FRJ1","Males","Y58","Year","24.5",""
"2010","FRJ1","Males","Y59","Year","23.7",""
"2010","FRJ1","Males","Y60","Year","22.9",""
"2010","FRJ1","Males","Y61","Year","22.1",""
"2010","FRJ1","Males","Y62","Year","21.4",""
"2010","FRJ1","Males","Y63","Year","20.7",""
"2010","FRJ1","Males","Y64","Year","19.9",""
"2010","FRJ1","Males","Y65","Year","19.1",""
"2010","FRJ1","Females","Y25","Year","60.8",""
"2010","FRJ1","Females","Y26","Year","59.9",""
"2010","FRJ1","Females","Y27","Year","58.9",""
"2010","FRJ1","Females","Y28","Year","57.9",""
"2010","FRJ1","Females","Y29","Year","56.9",""
"2010","FRJ1","Females","Y30","Year","55.9",""
"2010","FRJ1","Females","Y31","Year","54.9",""
"2010","FRJ1","Females","Y32","Year","54.0",""
"2010","FRJ1","Females","Y33","Year","53.0",""
"2010","FRJ1","Females","Y34","Year","52.0",""
"2010","FRJ1","Females","Y35","Year","51.0",""
"2010","FRJ1","Females","Y36","Year","50.0",""
"2010","FRJ1","Females","Y37","Year","49.1",""
"2010","FRJ1","Females","Y38","Year","48.1",""
"2010","FRJ1","Females","Y39","Year","47.2",""
"2010","FRJ1","Females","Y40","Year","46.2",""
"2010","FRJ1","Females","Y41","Year","45.2",""
"2010","FRJ1","Females","Y42","Year","44.3",""
"2010","FRJ1","Females","Y43","Year","43.3",""
"2010","FRJ1","Females","Y44","Year","42.4",""
"2010","FRJ1","Females","Y45","Year","41.5",""
"2010","FRJ1","Females","Y46","Year","40.5",""
"2010","FRJ1","Females","Y47","Year","39.6",""
"2010","FRJ1","Females","Y48","Year","38.7",""
"2010","FRJ1","Females","Y49","Year","37.7",""
"2010","FRJ1","Females","Y50","Year","36.8",""
"2010","FRJ1","Females","Y51","Year","35.9",""
"2010","FRJ1","Females","Y52","Year","35.0",""
"2010","FRJ1","Females","Y53","Year","34.1",""
"2010","FRJ1","Females","Y54","Year","33.2",""
"2010","FRJ1","Females","Y55","Year","32.3",""
"2010","FRJ1","Females","Y56","Year","31.4",""
"2010","FRJ1","Females","Y57","Year","30.5",""
"2010","FRJ1","Females","Y58","Year","29.6",""
"2010","FRJ1","Females","Y59","Year","28.7",""
"2010","FRJ1","Females","Y60","Year","27.8",""
"2010","FRJ1","Females","Y61","Year","26.9",""
"2010","FRJ1","Females","Y62","Year","26.1",""
"2010","FRJ1","Females","Y63","Year","25.2",""
"2010","FRJ1","Females","Y64","Year","24.3",""
"2010","FRJ1","Females","Y65","Year","23.5",""
"2010","FRJ2","Total","Y25","Year","58.5",""
"2010","FRJ2","Total","Y26","Year","57.5",""
"2010","FRJ2","Total","Y27","Year","56.5",""
"2010","FRJ2","Total","Y28","Year","55.5",""
"2010","FRJ2","Total","Y29","Year","54.6",""
"2010","FRJ2","Total","Y30","Year","53.6",""
"2010","FRJ2","Total","Y31","Year","52.6",""
"2010","FRJ2","Total","Y32","Year","51.7",""
"2010","FRJ2","Total","Y33","Year","50.7",""
"2010","FRJ2","Total","Y34","Year","49.7",""
"2010","FRJ2","Total","Y35","Year","48.8",""
"2010","FRJ2","Total","Y36","Year","47.8",""
"2010","FRJ2","Total","Y37","Year","46.8",""
"2010","FRJ2","Total","Y38","Year","45.9",""
"2010","FRJ2","Total","Y39","Year","44.9",""
"2010","FRJ2","Total","Y40","Year","44.0",""
"2010","FRJ2","Total","Y41","Year","43.0",""
"2010","FRJ2","Total","Y42","Year","42.1",""
"2010","FRJ2","Total","Y43","Year","41.2",""
"2010","FRJ2","Total","Y44","Year","40.2",""
"2010","FRJ2","Total","Y45","Year","39.3",""
"2010","FRJ2","Total","Y46","Year","38.3",""
"2010","FRJ2","Total","Y47","Year","37.4",""
"2010","FRJ2","Total","Y48","Year","36.5",""
"2010","FRJ2","Total","Y49","Year","35.6",""
"2010","FRJ2","Total","Y50","Year","34.7",""
"2010","FRJ2","Total","Y51","Year","33.8",""
"2010","FRJ2","Total","Y52","Year","32.9",""
"2010","FRJ2","Total","Y53","Year","32.0",""
"2010","FRJ2","Total","Y54","Year","31.1",""
"2010","FRJ2","Total","Y55","Year","30.3",""
"2010","FRJ2","Total","Y56","Year","29.4",""
"2010","FRJ2","Total","Y57","Year","28.5",""
"2010","FRJ2","Total","Y58","Year","27.7",""
"2010","FRJ2","Total","Y59","Year","26.8",""
"2010","FRJ2","Total","Y60","Year","26.0",""
"2010","FRJ2","Total","Y61","Year","25.1",""
"2010","FRJ2","Total","Y62","Year","24.3",""
"2010","FRJ2","Total","Y63","Year","23.5",""
"2010","FRJ2","Total","Y64","Year","22.6",""
"2010","FRJ2","Total","Y65","Year","21.8",""
"2010","FRJ2","Males","Y25","Year","55.4",""
"2010","FRJ2","Males","Y26","Year","54.4",""
"2010","FRJ2","Males","Y27","Year","53.4",""
"2010","FRJ2","Males","Y28","Year","52.5",""
"2010","FRJ2","Males","Y29","Year","51.5",""
"2010","FRJ2","Males","Y30","Year","50.6",""
"2010","FRJ2","Males","Y31","Year","49.6",""
"2010","FRJ2","Males","Y32","Year","48.7",""
"2010","FRJ2","Males","Y33","Year","47.7",""
"2010","FRJ2","Males","Y34","Year","46.7",""
"2010","FRJ2","Males","Y35","Year","45.8",""
"2010","FRJ2","Males","Y36","Year","44.8",""
"2010","FRJ2","Males","Y37","Year","43.9",""
"2010","FRJ2","Males","Y38","Year","42.9",""
"2010","FRJ2","Males","Y39","Year","42.0",""
"2010","FRJ2","Males","Y40","Year","41.0",""
"2010","FRJ2","Males","Y41","Year","40.1",""
"2010","FRJ2","Males","Y42","Year","39.2",""
"2010","FRJ2","Males","Y43","Year","38.3",""
"2010","FRJ2","Males","Y44","Year","37.3",""
"2010","FRJ2","Males","Y45","Year","36.4",""
"2010","FRJ2","Males","Y46","Year","35.5",""
"2010","FRJ2","Males","Y47","Year","34.6",""
"2010","FRJ2","Males","Y48","Year","33.7",""
"2010","FRJ2","Males","Y49","Year","32.8",""
"2010","FRJ2","Males","Y50","Year","31.9",""
"2010","FRJ2","Males","Y51","Year","31.0",""
"2010","FRJ2","Males","Y52","Year","30.1",""
"2010","FRJ2","Males","Y53","Year","29.3",""
"2010","FRJ2","Males","Y54","Year","28.4",""
"2010","FRJ2","Males","Y55","Year","27.6",""
"2010","FRJ2","Males","Y56","Year","26.8",""
"2010","FRJ2","Males","Y57","Year","25.9",""
"2010","FRJ2","Males","Y58","Year","25.1",""
"2010","FRJ2","Males","Y59","Year","24.3",""
"2010","FRJ2","Males","Y60","Year","23.5",""
"2010","FRJ2","Males","Y61","Year","22.7",""
"2010","FRJ2","Males","Y62","Year","21.9",""
"2010","FRJ2","Males","Y63","Year","21.1",""
"2010","FRJ2","Males","Y64","Year","20.3",""
"2010","FRJ2","Males","Y65","Year","19.5",""
"2010","FRJ2","Females","Y25","Year","61.4",""
"2010","FRJ2","Females","Y26","Year","60.5",""
"2010","FRJ2","Females","Y27","Year","59.5",""
"2010","FRJ2","Females","Y28","Year","58.5",""
"2010","FRJ2","Females","Y29","Year","57.5",""
"2010","FRJ2","Females","Y30","Year","56.5",""
"2010","FRJ2","Females","Y31","Year","55.5",""
"2010","FRJ2","Females","Y32","Year","54.5",""
"2010","FRJ2","Females","Y33","Year","53.6",""
"2010","FRJ2","Females","Y34","Year","52.6",""
"2010","FRJ2","Females","Y35","Year","51.6",""
"2010","FRJ2","Females","Y36","Year","50.6",""
"2010","FRJ2","Females","Y37","Year","49.7",""
"2010","FRJ2","Females","Y38","Year","48.7",""
"2010","FRJ2","Females","Y39","Year","47.7",""
"2010","FRJ2","Females","Y40","Year","46.8",""
"2010","FRJ2","Females","Y41","Year","45.8",""
"2010","FRJ2","Females","Y42","Year","44.9",""
"2010","FRJ2","Females","Y43","Year","43.9",""
"2010","FRJ2","Females","Y44","Year","43.0",""
"2010","FRJ2","Females","Y45","Year","42.0",""
"2010","FRJ2","Females","Y46","Year","41.0",""
"2010","FRJ2","Females","Y47","Year","40.1",""
"2010","FRJ2","Females","Y48","Year","39.2",""
"2010","FRJ2","Females","Y49","Year","38.2",""
"2010","FRJ2","Females","Y50","Year","37.3",""
"2010","FRJ2","Females","Y51","Year","36.4",""
"2010","FRJ2","Females","Y52","Year","35.5",""
"2010","FRJ2","Females","Y53","Year","34.5",""
"2010","FRJ2","Females","Y54","Year","33.6",""
"2010","FRJ2","Females","Y55","Year","32.7",""
"2010","FRJ2","Females","Y56","Year","31.8",""
"2010","FRJ2","Females","Y57","Year","30.9",""
"2010","FRJ2","Females","Y58","Year","30.0",""
"2010","FRJ2","Females","Y59","Year","29.1",""
"2010","FRJ2","Females","Y60","Year","28.2",""
"2010","FRJ2","Females","Y61","Year","27.3",""
"2010","FRJ2","Females","Y62","Year","26.4",""
"2010","FRJ2","Females","Y63","Year","25.5",""
"2010","FRJ2","Females","Y64","Year","24.6",""
"2010","FRJ2","Females","Y65","Year","23.8",""
"2010","FRK","Total","Y25","Year","58.2",""
"2010","FRK","Total","Y26","Year","57.2",""
"2010","FRK","Total","Y27","Year","56.2",""
"2010","FRK","Total","Y28","Year","55.3",""
"2010","FRK","Total","Y29","Year","54.3",""
"2010","FRK","Total","Y30","Year","53.3",""
"2010","FRK","Total","Y31","Year","52.3",""
"2010","FRK","Total","Y32","Year","51.4",""
"2010","FRK","Total","Y33","Year","50.4",""
"2010","FRK","Total","Y34","Year","49.4",""
"2010","FRK","Total","Y35","Year","48.5",""
"2010","FRK","Total","Y36","Year","47.5",""
"2010","FRK","Total","Y37","Year","46.5",""
"2010","FRK","Total","Y38","Year","45.6",""
"2010","FRK","Total","Y39","Year","44.6",""
"2010","FRK","Total","Y40","Year","43.7",""
"2010","FRK","Total","Y41","Year","42.7",""
"2010","FRK","Total","Y42","Year","41.7",""
"2010","FRK","Total","Y43","Year","40.8",""
"2010","FRK","Total","Y44","Year","39.9",""
"2010","FRK","Total","Y45","Year","38.9",""
"2010","FRK","Total","Y46","Year","38.0",""
"2010","FRK","Total","Y47","Year","37.1",""
"2010","FRK","Total","Y48","Year","36.2",""
"2010","FRK","Total","Y49","Year","35.2",""
"2010","FRK","Total","Y50","Year","34.3",""
"2010","FRK","Total","Y51","Year","33.4",""
"2010","FRK","Total","Y52","Year","32.5",""
"2010","FRK","Total","Y53","Year","31.7",""
"2010","FRK","Total","Y54","Year","30.8",""
"2010","FRK","Total","Y55","Year","29.9",""
"2010","FRK","Total","Y56","Year","29.1",""
"2010","FRK","Total","Y57","Year","28.2",""
"2010","FRK","Total","Y58","Year","27.4",""
"2010","FRK","Total","Y59","Year","26.5",""
"2010","FRK","Total","Y60","Year","25.7",""
"2010","FRK","Total","Y61","Year","24.9",""
"2010","FRK","Total","Y62","Year","24.0",""
"2010","FRK","Total","Y63","Year","23.2",""
"2010","FRK","Total","Y64","Year","22.4",""
"2010","FRK","Total","Y65","Year","21.6",""
"2010","FRK","Males","Y25","Year","54.8",""
"2010","FRK","Males","Y26","Year","53.9",""
"2010","FRK","Males","Y27","Year","52.9",""
"2010","FRK","Males","Y28","Year","52.0",""
"2010","FRK","Males","Y29","Year","51.0",""
"2010","FRK","Males","Y30","Year","50.0",""
"2010","FRK","Males","Y31","Year","49.1",""
"2010","FRK","Males","Y32","Year","48.1",""
"2010","FRK","Males","Y33","Year","47.2",""
"2010","FRK","Males","Y34","Year","46.2",""
"2010","FRK","Males","Y35","Year","45.2",""
"2010","FRK","Males","Y36","Year","44.3",""
"2010","FRK","Males","Y37","Year","43.3",""
"2010","FRK","Males","Y38","Year","42.4",""
"2010","FRK","Males","Y39","Year","41.4",""
"2010","FRK","Males","Y40","Year","40.5",""
"2010","FRK","Males","Y41","Year","39.5",""
"2010","FRK","Males","Y42","Year","38.6",""
"2010","FRK","Males","Y43","Year","37.7",""
"2010","FRK","Males","Y44","Year","36.7",""
"2010","FRK","Males","Y45","Year","35.8",""
"2010","FRK","Males","Y46","Year","34.9",""
"2010","FRK","Males","Y47","Year","34.0",""
"2010","FRK","Males","Y48","Year","33.1",""
"2010","FRK","Males","Y49","Year","32.2",""
"2010","FRK","Males","Y50","Year","31.3",""
"2010","FRK","Males","Y51","Year","30.4",""
"2010","FRK","Males","Y52","Year","29.6",""
"2010","FRK","Males","Y53","Year","28.7",""
"2010","FRK","Males","Y54","Year","27.9",""
"2010","FRK","Males","Y55","Year","27.1",""
"2010","FRK","Males","Y56","Year","26.2",""
"2010","FRK","Males","Y57","Year","25.4",""
"2010","FRK","Males","Y58","Year","24.6",""
"2010","FRK","Males","Y59","Year","23.8",""
"2010","FRK","Males","Y60","Year","23.0",""
"2010","FRK","Males","Y61","Year","22.3",""
"2010","FRK","Males","Y62","Year","21.5",""
"2010","FRK","Males","Y63","Year","20.7",""
"2010","FRK","Males","Y64","Year","20.0",""
"2010","FRK","Males","Y65","Year","19.2",""
"2010","FRK","Females","Y25","Year","61.3",""
"2010","FRK","Females","Y26","Year","60.4",""
"2010","FRK","Females","Y27","Year","59.4",""
"2010","FRK","Females","Y28","Year","58.4",""
"2010","FRK","Females","Y29","Year","57.4",""
"2010","FRK","Females","Y30","Year","56.4",""
"2010","FRK","Females","Y31","Year","55.4",""
"2010","FRK","Females","Y32","Year","54.5",""
"2010","FRK","Females","Y33","Year","53.5",""
"2010","FRK","Females","Y34","Year","52.5",""
"2010","FRK","Females","Y35","Year","51.5",""
"2010","FRK","Females","Y36","Year","50.5",""
"2010","FRK","Females","Y37","Year","49.6",""
"2010","FRK","Females","Y38","Year","48.6",""
"2010","FRK","Females","Y39","Year","47.6",""
"2010","FRK","Females","Y40","Year","46.6",""
"2010","FRK","Females","Y41","Year","45.7",""
"2010","FRK","Females","Y42","Year","44.7",""
"2010","FRK","Females","Y43","Year","43.7",""
"2010","FRK","Females","Y44","Year","42.8",""
"2010","FRK","Females","Y45","Year","41.8",""
"2010","FRK","Females","Y46","Year","40.9",""
"2010","FRK","Females","Y47","Year","39.9",""
"2010","FRK","Females","Y48","Year","39.0",""
"2010","FRK","Females","Y49","Year","38.0",""
"2010","FRK","Females","Y50","Year","37.1",""
"2010","FRK","Females","Y51","Year","36.2",""
"2010","FRK","Females","Y52","Year","35.3",""
"2010","FRK","Females","Y53","Year","34.3",""
"2010","FRK","Females","Y54","Year","33.4",""
"2010","FRK","Females","Y55","Year","32.5",""
"2010","FRK","Females","Y56","Year","31.6",""
"2010","FRK","Females","Y57","Year","30.7",""
"2010","FRK","Females","Y58","Year","29.8",""
"2010","FRK","Females","Y59","Year","28.9",""
"2010","FRK","Females","Y60","Year","28.0",""
"2010","FRK","Females","Y61","Year","27.1",""
"2010","FRK","Females","Y62","Year","26.3",""
